voxel,face,place,object,x,y,z,subject,class,cluster
10,9.789018350852606e-5,3.678164350664088e-5,-1.3467182701516696e-4,19.336,17.159,-30.128,5,face,1
1006,1.321932907920189e-4,-6.0398302501802226e-5,-7.179498829021667e-5,-49.091,29.998,-7.7661,5,face,1
1017,1.571070420299399e-4,-1.5079778730664014e-4,-6.3092547232997735e-6,-49.311,37.255,-6.6966,5,object,3
1019,2.23304454155939e-4,-1.1806458754550366e-4,-1.0523986661043534e-4,-49.421,40.883,-6.1612,5,face,1
1028,-1.4245043819447614e-4,2.2271152160480015e-4,-8.026108341032404e-5,-30.771,45.046,-4.3398,5,place,2
1032,-1.9713029923547652e-4,2.1763613889666644e-4,-2.0505839661189913e-5,29.262,46.753,-0.22244,5,place,2
1038,-1.3637608520019673e-4,2.2767641494466343e-4,-9.130032974446673e-5,-30.88,48.675,-3.8054,5,place,2
1042,-2.074107876988806e-4,2.9778038114163804e-4,-9.036959344275747e-5,25.4,50.275,0.054724,5,place,2
1043,-1.7405122827007997e-4,2.4415647669624935e-4,-7.01052484261694e-5,29.152,50.382,0.31166,5,place,2
1057,-1.907602206250097e-4,3.526126563013447e-4,-1.6185243567633497e-4,21.538,53.797,0.33189,5,place,2
1058,-2.3335147975730067e-4,2.653968258234782e-4,-3.204534606617756e-5,25.29,53.904,0.58917,5,place,2
1071,-1.7607002571470834e-4,2.689449294136655e-4,-9.287490369895713e-5,21.428,57.426,0.86634,5,place,2
1073,-8.265277488637967e-5,-9.322145873939828e-5,1.7587423362577795e-4,40.189,57.959,2.1532,5,object,3
1076,6.950229015053576e-5,-1.7819856742308927e-4,1.0869627727255351e-4,-46.218,59.134,-3.2305,5,object,3
1077,-1.0057820956833945e-5,-1.9126708971130748e-4,2.0132491066814139e-4,-42.466,59.24,-2.9726,5,object,3
1118,-8.212284051824457e-5,2.894063287792935e-4,-2.0728348826104894e-4,21.099,68.311,2.4712,5,face,1
1120,-1.6312293101539843e-4,-1.8826526431584504e-5,1.8194945744698292e-4,32.355,68.631,3.2433,5,object,3
1169,5.829308132710202e-5,-2.1325838506427227e-4,1.5496530373717028e-4,20.55,86.454,5.1446,5,object,3
1182,1.4769633928704127e-5,2.559482573624877e-5,-4.036445966495289e-5,-16.912,-42.722,-13.004,5,face,1
1186,9.059346408252412e-5,5.136980101597859e-5,-1.4196326509850272e-4,-28.278,-39.413,-13.241,5,face,1
1227,1.1015845404371601e-4,-1.2019860885804943e-4,1.0040154814333418e-5,38.82,-22.978,-6.4706,5,object,3
1231,1.120356459586268e-4,-1.1805704653859115e-4,6.021400579964339e-6,38.71,-19.35,-5.936,5,object,3
124,-6.462130286865593e-5,-2.8462186773311277e-5,9.308348964196722e-5,-25.239,-5.2697,-25.696,5,object,3
1245,1.0290145940624668e-4,1.4068827563292777e-5,-1.1697028696953948e-4,45.775,-4.622,-3.2823,5,face,1
1250,1.2679162210925863e-4,-1.256145696067058e-5,-1.1423016514858804e-4,49.417,-0.88662,-2.4901,5,face,1
1262,3.724046090588261e-5,5.9493590604204236e-5,-9.673405151008683e-5,45.445,6.2638,-1.678,5,face,1
1275,7.123284124312285e-5,-1.4145780244166625e-5,-5.7087060998956236e-5,41.474,13.414,-0.86577,5,face,1
1309,1.1806264719117075e-4,-7.739937734617396e-5,-4.0663269844996805e-5,-49.234,32.625,-3.8323,5,face,1
1313,2.2063541913836592e-4,-4.678815316890032e-5,-1.7384726596946564e-4,-53.096,36.147,-3.5552,5,face,1
1314,2.511781274833826e-4,-1.7071035742283292e-4,-8.046777006054966e-5,-49.344,36.253,-3.2982,5,face,1
1318,2.1434888871166898e-4,-8.027689335556825e-5,-1.3407199535610072e-4,-49.454,39.882,-2.7638,5,face,1
1323,2.2808418958880048e-4,-1.0714147049409838e-4,-1.2094271909470211e-4,-49.564,43.511,-2.2284,5,face,1
1330,1.1424641860621923e-4,1.3977111695807193e-4,-2.5401753556429115e-4,-49.783,50.768,-1.1589,5,face,1
1357,-7.019753290646885e-5,-1.207892500032159e-4,1.9098678290968479e-4,36.184,64.108,6.3632,5,object,3
1372,-1.0514521872872747e-4,-8.617192953747051e-5,1.91317148266198e-4,36.074,67.736,6.8986,5,object,3
1392,2.135801663203571e-4,2.497840252021739e-5,-2.3855856884057449e-4,28.35,74.78,7.4532,5,face,1
140,4.51290566659514e-5,-1.2003486967655761e-4,7.490581301060621e-5,-44.219,1.4541,-25.913,5,object,3
1454,8.485368723625584e-6,1.660515752901077e-4,-1.7453694401373327e-4,-39.457,-44.364,-11.15,5,face,1
1471,9.383380386066817e-5,5.022432543269742e-5,-1.440581292933656e-4,-28.311,-40.415,-9.8435,5,face,1
1485,1.4253430908794873e-5,1.0078184406642382e-4,-1.150352749752187e-4,42.868,-34.759,-4.4196,5,face,1
1511,3.000035832885573e-5,1.214523346774537e-4,-1.5145269300630943e-4,34.595,-9.5723,-1.1909,5,face,1
1517,3.3377391056785704e-5,7.739987659805205e-5,-1.1077726765483775e-4,41.88,-2.1018,0.39316,5,face,1
1518,3.0308610502049706e-5,9.432832170184273e-5,-1.2463693220389244e-4,45.632,-1.995,0.65049,5,face,1
1538,-3.285425155349076e-5,-4.086057834209803e-5,7.371482989558878e-5,-56.112,9.6382,-4.1581,5,object,3
1552,3.313207778553543e-5,-9.20005423824998e-5,5.886846459696437e-5,41.221,19.67,3.6019,5,object,3
1561,-1.4575869269857816e-5,-1.0090067210682026e-4,1.1547654137667807e-4,41.111,23.298,4.1363,5,object,3
1587,-6.421255116276673e-5,4.835582140330018e-5,1.585672975946655e-5,-0.6007,36.639,3.445,5,face,1
1592,2.0693672567913298e-4,-1.3079284700931042e-4,-7.614387866982255e-5,-53.239,38.774,0.37761,5,face,1
1597,2.8607425203454865e-4,-8.042022215509974e-5,-2.0565402987944892e-4,-57.101,42.295,0.65478,5,face,1
1598,1.9608427742904834e-4,-1.7929104185919497e-4,-1.679323556985337e-5,-53.349,42.402,0.91172,5,object,3
1599,2.1692934791225796e-4,-1.5199434048633273e-4,-6.493500742592523e-5,-49.597,42.509,1.1699,5,face,1
1602,-3.065228089766045e-5,9.541938440131024e-5,-6.47671035036498e-5,6.6837,44.11,5.0292,5,face,1
1603,2.714182951785414e-4,-1.0450193362566008e-4,-1.6691636155288133e-4,-49.707,46.137,1.704,5,face,1
1605,2.695120516120347e-4,-8.500220586011594e-5,-1.845098457519188e-4,-49.816,49.766,2.2385,5,face,1
1609,-4.907139046875009e-5,-1.0435845136119288e-4,1.5342984182994298e-4,-57.43,53.181,2.2587,5,object,3
1612,3.119618679429811e-5,8.642374009878091e-5,-1.17619926893079e-4,2.6022,54.888,6.3758,5,face,1
1616,-8.964946740512358e-5,-0.00015768003459313168,2.4732950199825526e-4,-57.54,56.81,2.7941,5,object,3
1621,-1.1949912101932885e-4,2.6897272323704076e-4,-1.4947360221771188e-4,-27.524,57.664,4.8522,5,face,1
1627,1.068465779547111e-4,-1.8759941017657626e-4,8.075283222186517e-5,-57.65,60.438,3.3282,5,object,3
1628,2.518977253636984e-4,-1.2114071053838119e-4,-1.3075701482531725e-4,-50.146,60.652,3.8434,5,face,1
1629,2.1394130341991454e-4,2.9035358365201103e-5,-2.4297666178511564e-4,-46.394,60.758,4.1003,5,face,1
164,-3.050683113016257e-6,-5.1055528516377606e-5,5.4106211629393866e-5,-33.292,12.66,-23.537,5,object,3
1648,2.4262126329854607e-4,-1.2055191162649844e-4,-1.2206935167204762e-4,36.041,66.735,10.296,5,face,1
1656,-1.448067840727986e-4,2.0058137454910296e-4,-5.5774590476304386e-5,13.419,69.723,9.2872,5,place,2
1682,2.1647543465371092e-5,-1.3682473843313462e-4,1.151771949677635e-4,-13.065,76.233,8.5556,5,object,3
1686,-5.634531914988408e-5,-1.8220086072064725e-4,2.3854617987053135e-4,20.703,77.194,10.871,5,object,3
1696,1.6162202151419887e-5,-2.0619174283833974e-4,1.9002954068691988e-4,16.842,80.715,11.149,5,object,3
174,-2.2253489242546054e-5,-4.149875713410447e-5,6.375224637665054e-5,-33.402,16.289,-23.002,5,object,3
176,-3.615517886049438e-5,-5.78593375970612e-5,9.401451645755558e-5,-25.898,16.502,-22.488,5,object,3
1789,6.038188650980706e-5,1.6184011930528207e-5,-7.656589844033525e-5,-40.478,-12.708,-2.9395,5,face,1
181,-2.7040375390670763e-5,-3.60764205020289e-5,6.311679589269966e-5,-33.512,19.917,-22.467,5,object,3
1857,2.01895183614967e-4,-2.570318162290301e-4,5.513663261406313e-5,51.895,37.131,10.445,5,object,3
1861,2.466321564512727e-5,-3.0221156475110643e-4,2.775483491059791e-4,44.281,40.547,10.466,5,object,3
1870,1.0775883542838276e-4,-1.5840392942270505e-4,5.06450939943223e-5,51.675,44.388,11.515,5,object,3
1874,2.2265229954590901e-4,-1.5877012449009136e-4,-6.388217505581767e-5,-49.85,48.765,5.6369,5,face,1
1879,-2.7791656180252643e-5,1.0218079748177059e-4,-7.438914130151795e-5,-12.439,53.46,8.7447,5,face,1
1910,-1.6450837003498971e-4,1.818691416955872e-4,-1.7360771660597494e-5,13.496,65.093,12.15,5,place,2
1921,-1.5227056325484514e-4,2.0885152221884935e-4,-5.6580958964004224e-5,13.386,68.722,12.685,5,place,2
1975,1.0989068372240726e-4,-2.3306855765929603e-4,1.2317787393688876e-4,-32.078,81.955,11.736,5,object,3
1989,1.1506417311393978e-4,-2.9840505177750627e-5,-8.522366793618917e-5,-5.9234,86.331,14.072,5,face,1
2018,-1.2499458042387248e-5,2.4872365156665462e-5,-1.2372907114278215e-5,-16.791,-52.984,-3.8801,5,face,1
2039,-1.50892645820254e-4,2.2438128433368647e-5,1.2845451738688536e-4,-5.7546,-45.407,-2.0385,5,place,2
2069,1.3716244473356342e-4,-5.1307534338883614e-5,-8.58549103946798e-5,-40.072,-28.225,-1.6804,5,face,1
211,1.711421584156053e-4,1.1164352995476168e-4,-2.8278568837036697e-4,37.448,32.83,-15.974,5,face,1
2127,8.788685846675213e-5,-8.207561399649033e-5,-5.811244470261791e-6,-56.398,14.892,3.7073,5,object,3
2156,8.741487390086408e-5,-3.337668487383528e-5,-5.403818902702881e-5,-49.333,29.619,6.3609,5,face,1
2187,-9.310772379065147e-5,-5.692264677629468e-5,1.5003037056694613e-4,47.89,43.28,14.656,5,object,3
2188,1.3138419680493266e-5,-1.2072151469295866e-4,1.0758309501246537e-4,51.642,43.387,14.913,5,object,3
2198,-1.1516227375958311e-4,-4.8792157604337245e-5,1.6395443136392037e-4,47.78,46.908,15.19,5,object,3
2208,-4.3055401484360704e-5,1.305492593080767e-4,-8.7493857823716e-5,-19.976,52.244,11.628,5,face,1
2209,-9.452038742055375e-5,1.8543394495027781e-4,-9.091355752972408e-5,-16.224,52.352,11.886,5,face,1
2216,-1.2350600928429087e-4,1.497856736730035e-4,-2.6279664388712625e-5,-23.838,55.767,11.906,5,place,2
2246,-0.00014956841197853708,1.392463497279206e-4,1.032206225061649e-5,13.463,64.091,15.548,5,place,2
2253,-1.4744275874002327e-4,1.6793061569535917e-4,-2.04878569553359e-5,13.353,67.72,16.083,5,place,2
2254,-1.462296997550754e-4,1.6953510939832887e-4,-2.3305409643253476e-5,17.105,67.826,16.34,5,place,2
2264,-1.699067263000827e-4,1.413000901212488e-4,2.860663617883393e-5,9.491,71.241,16.36,5,place,2
2265,-1.330963811673434e-4,1.4631377429901864e-4,-1.3217393131675238e-5,13.243,71.348,16.618,5,place,2
233,3.552478243974968e-4,-1.482112133731241e-4,-2.0703661102437271e-4,-37.923,41.582,-19.516,5,face,1
2349,-1.3784181973209566e-4,-6.713363278064854e-5,2.0497545251274422e-4,-35.694,-50.891,-1.2336,5,object,3
2351,-1.645027089787306e-4,-3.1299768262539706e-5,1.9580247724127029e-4,-5.6779,-50.037,0.82449,5,object,3
2371,1.0127187936895457e-4,-2.1541988826161992e-4,1.1414800889266536e-4,35.375,-41.607,4.7251,5,object,3
2394,1.2356858229885793e-4,-4.8366169319089894e-5,-7.520241297976802e-5,-40.105,-29.226,1.717,5,face,1
2408,-6.334657669722602e-5,-1.417668186237683e-4,2.0511339532099432e-4,49.724,-19.408,8.9629,5,object,3
2422,-1.2346608462297917e-4,8.662429912775634e-5,3.684178549522284e-5,-44.406,-11.19,4.1338,5,place,2
2429,-2.3628790063770958e-5,5.9939334189070815e-5,-3.631054412529986e-5,-52.02,-7.7746,4.1541,5,face,1
2482,-1.0799498713884742e-5,2.0339378022188467e-4,-1.925942815079999e-4,59.662,24.455,16.152,5,face,1
2550,1.0523335286066654e-4,-1.6281360766295658e-5,-8.895199209437086e-5,-5.1109,55.298,16.59,5,face,1
2551,6.154110416546564e-5,9.009708424586095e-7,-6.244207500792425e-5,-1.3589,55.405,16.847,5,face,1
2556,-1.4114757993473538e-4,1.8734162031450356e-4,-4.6194040379768185e-5,-23.981,58.393,15.838,5,place,2
256,8.38875120473163e-5,9.508501799324543e-5,-1.7897253004056174e-4,34.98,-11.821,-19.251,5,face,1
2565,1.3360242647753956e-4,-1.1536995181849125e-5,-1.2206543129569046e-4,-50.355,61.275,14.572,5,face,1
2566,1.5236534733235652e-4,-7.287857355507914e-5,-7.948677377727739e-5,-46.603,61.382,14.829,5,face,1
2567,-1.4289152188153102e-4,1.8667520822593988e-4,-4.378368634440885e-5,-27.843,61.916,16.116,5,place,2
2568,-1.5131601535647873e-4,1.6057231967450734e-4,-9.256304318028607e-6,-24.091,62.022,16.373,5,place,2
257,5.356611899679147e-5,1.7961467406053678e-4,-2.3318079305732826e-4,38.732,-11.714,-18.992,5,face,1
2570,-1.5348961516404945e-4,1.68954201534123e-4,-1.5464586370073505e-5,-16.587,62.236,16.888,5,place,2
2571,-1.3567158968422468e-4,1.7716083096711312e-4,-4.1489241282888447e-05,9.6776,62.983,18.689,5,place,2
2577,-1.4360434252508734e-4,2.2024868444070567e-4,-7.664434191561832e-5,-27.953,65.544,16.65,5,place,2
2582,-1.317372403084305e-4,1.5338861180042785e-4,-2.1651371491997354e-5,5.8157,66.504,18.966,5,place,2
2591,-1.3594394276676626e-4,1.4151953906967385e-4,-5.575596302907592e-6,5.7059,70.133,19.501,5,place,2
2592,-2.097170366220043e-4,1.678590976168732e-4,4.185793900513109e-5,9.4579,70.24,19.758,5,place,2
262,1.003460626291878e-4,6.319870431714363e-5,-1.6354476694633143e-4,34.871,-8.1924,-18.715,5,face,1
2622,-2.873480542793143e-5,-2.4019185763539015e-4,2.689266630633216e-4,31.75,78.137,22.372,5,object,3
2671,1.1356102768279747e-4,1.7524290363830338e-5,-1.3108531804662782e-4,-1.8491,-54.561,3.9453,5,face,1
2679,-8.395073094969176e-5,-8.028199347574068e-5,1.6423272442543242e-4,-28.223,-51.679,2.6786,5,object,3
2680,-1.9433990996069533e-5,-1.3651897713763914e-4,1.559529681337087e-4,-24.471,-51.573,2.9356,5,object,3
2684,1.4609568605733278e-5,4.143166585100152e-5,-5.604123445673481e-5,1.7931,-50.826,4.7376,5,face,1
2685,8.44947722109555e-5,1.2918380549610911e-5,-9.741315276056644e-5,9.2972,-50.612,5.2519,5,face,1
2688,-6.20975999397602e-5,-9.930469114206262e-5,0.00016140229108182281,35.561,-49.865,7.053,5,object,3
2725,-1.4017065694100792e-4,-1.1827123747817676e-5,1.519977806888256e-4,49.911,-27.666,11.291,5,object,3
2727,-7.448726977235077e-5,-9.346506244042109e-5,1.6795233221277185e-4,49.801,-24.038,11.826,5,object,3
2734,1.2797290748640448e-4,-8.052148678776303e-6,-1.1992075880762817e-4,-51.724,-19.662,5.9472,5,face,1
2738,1.1829914584887253e-4,1.869572425312278e-5,-1.369948701019953e-4,-51.834,-16.033,6.4826,5,face,1
275,-2.6216060208140676e-5,1.247828055348097e-4,-9.856674532666904e-5,-25.382,-2.6424,-21.763,5,face,1
278,-1.696640915593803e-5,1.2978841700962774e-4,-1.1282200785368972e-4,30.899,-1.0417,-17.904,5,face,1
2780,1.5827576354193284e-4,7.03934224944442e-6,-1.6531510579137723e-4,-64.188,19.933,11.058,5,face,1
2790,1.5173638942934866e-4,-1.023678306517665e-5,-1.41499606364172e-4,-64.298,23.561,11.593,5,face,1
2837,1.67613584087384e-4,-7.026299546756562e-5,-9.735058861981837e-5,-5.144,54.297,19.988,5,face,1
2842,1.3006703112068303e-4,8.733304072395758e-6,-1.3880033519307882e-4,-46.526,56.752,17.692,5,face,1
2851,1.1006672365966478e-4,7.051642772736676e-6,-1.1711836643240144e-4,-46.636,60.38,18.227,5,face,1
2858,-1.3150383706044696e-4,2.1678086093810157e-4,-8.52770238776546e-5,-27.986,64.542,20.048,5,place,2
2859,-7.022777038650237e-5,1.3189547972616297e-4,-6.166770933966058e-5,-24.234,64.65,20.306,5,face,1
287,-3.5376981379678126e-5,1.387400110169509e-4,-1.0336302963727274e-4,30.789,2.5866,-17.368,5,face,1
2880,-8.769557042811392e-5,2.372835533858002e-4,-1.4958798295768632e-4,-46.966,71.266,19.831,5,face,1
2881,-1.2574538309074334e-4,-7.28369813937329e-5,1.9858236448447626e-4,-43.213,71.372,20.088,5,object,3
2885,-1.3873265813474996e-4,3.978314941768602e-5,9.894950871706395e-5,1.811,72.653,23.177,5,place,2
290,3.91083127690618e-5,-1.1788116041356144e-4,7.877284764449963e-5,45.687,6.6423,-15.805,5,object,3
2962,9.810450737620448e-5,-1.4613469153774507e-5,-8.349103822242999e-5,-39.732,-45.744,6.3744,5,face,1
2972,1.0188988356792048e-4,-1.7255321646239994e-5,-8.46345619216805e-5,-39.842,-42.115,6.9088,5,face,1
2982,-8.825063990969639e-6,1.315349152208949e-4,-1.2270985122992529e-4,1.3208,-37.313,10.274,5,face,1
2996,-5.075523358512137e-5,-9.198661560122112e-5,1.427418491863425e-4,-47.895,-24.186,9.0684,5,object,3
3016,-1.3257279015755914e-4,-2.508326300381066e-5,1.576560531613698e-4,-56.168,1.0009,12.297,5,object,3
3045,1.7826726896977074e-4,-3.324346211893383e-5,-1.450238068508369e-4,48.12,29.389,23.245,5,face,1
3055,1.9142331599905863e-4,7.506167283341881e-5,-2.664849888324774e-4,44.149,36.539,24.057,5,face,1
3074,1.5185711219978636e-4,-1.1905286141608469e-4,-3.2804250783701666e-5,-4.9574,46.038,22.317,5,face,1
3079,1.2473626520801247e-4,1.2442571982401789e-4,-2.491619850320304e-4,-57.596,48.172,19.249,5,face,1
3086,1.705435725761454e-4,-6.047260119389985e-5,-1.1007097138224555e-4,-5.177,53.295,23.386,5,face,1
3118,6.56032714687732e-5,9.096438008761003e-5,-1.565676515563832e-4,-24.377,67.276,24.238,5,face,1
3132,6.607779809919841e-5,1.386223121492537e-4,-2.0470011024845212e-4,-24.486,70.905,24.773,5,face,1
3181,1.435199356562569e-4,-1.867641644419301e-4,4.324422878567319e-5,-2.5233,89.688,28.991,5,object,3
319,4.4655509279256996e-5,-1.368749005341471e-4,9.221939125489012e-5,45.358,17.528,-14.2,5,object,3
3201,-2.7871926540238044e-4,1.0181276679155581e-4,1.7690649861082462e-4,16.845,-56.03,12.028,5,place,2
3206,-4.742367992490783e-5,-9.889808287852568e-5,1.4632176280343352e-4,-24.537,-53.576,9.7323,5,object,3
3248,1.506183287549992e-4,1.6201588739631156e-5,-1.6681991749463034e-4,-2.5742,-34.793,13.95,5,face,1
3249,8.624851548357433e-5,6.16882823808922e-5,-1.479367978644665e-4,1.1779,-34.686,14.207,5,face,1
3255,9.92938752491041e-5,1.0200109668850261e-6,-1.003138862159891e-4,0.95822,-27.428,15.277,5,face,1
3260,8.466707969344053e-5,-8.312663259529841e-6,-7.635441643391069e-5,-51.68,-25.294,12.209,5,face,1
3274,9.876258065779341e-5,5.2851876974931245e-5,-1.5161445763272466e-4,-55.981,-7.2577,14.625,5,face,1
3283,4.9034083769452467e-5,4.245407645101518e-5,-9.148816022046765e-5,-60.063,3.5214,15.972,5,face,1
3284,9.197015272207141e-5,4.2597206068270384e-5,-1.345673587903418e-4,-60.173,7.1497,16.507,5,face,1
3324,5.641562529242153e-5,1.224896445680717e-4,-1.789052698604932e-4,-64.803,36.072,20.528,5,face,1
3353,6.572128437271817e-5,9.081633717120192e-5,-1.565376215439201e-4,-9.0719,55.815,27.061,5,face,1
3403,-7.680060379150477e-5,1.0582545558021286e-4,-2.902485178870808e-5,-2.0072,70.543,29.715,5,face,1
3407,5.6158081708603716e-5,-1.810757183306609e-4,1.249176366220572e-4,-43.389,72.998,27.419,5,object,3
3417,-6.0869339013289707e-5,2.881294550360493e-4,-2.2726011602275953e-4,9.0293,78.12,31.556,5,face,1
